ssn,type,count_type
703-34-7618,bankcard,1
703-34-7618,jcb,1
703-91-6281,switch,1
703-91-6281,visa,1
704-47-3010,maestro,1
704-47-3010,mastercard,1
705-89-1373,jcb,2
705-89-1373,maestro,1
706-39-0075,americanexpress,1
706-39-0075,jcb,1
706-56-1195,jcb,3
706-82-9823,instapayment,1
706-82-9823,laser,1
708-02-9969,diners-club-enroute,1
708-02-9969,jcb,1
708-90-2158,jcb,2
709-91-0479,bankcard,1
709-91-0479,jcb,1
710-53-8275,diners-club-carte-blanche,1
710-53-8275,maestro,1
711-06-6448,mastercard,2
712-04-5101,americanexpress,1
712-04-5101,bankcard,1
712-04-5101,jcb,1
712-11-2512,china-unionpay,1
712-11-2512,mastercard,1
712-42-6117,jcb,1
712-42-6117,visa-electron,1
712-96-5144,diners-club-carte-blanche,1
712-96-5144,jcb,1
713-56-1067,jcb,2
713-75-1406,china-unionpay,1
713-75-1406,diners-club-international,1
714-43-9938,diners-club-carte-blanche,1
714-43-9938,jcb,1
715-79-4714,americanexpress,1
715-79-4714,bankcard,1
717-11-7661,instapayment,1
717-11-7661,jcb,1
717-38-6083,china-unionpay,1
717-38-6083,switch,1
717-91-7746,instapayment,1
717-91-7746,jcb,1
718-24-5800,diners-club-international,1
718-24-5800,visa,1
718-30-4487,laser,1
718-30-4487,visa-electron,1
718-87-9192,jcb,2
719-71-5418,jcb,2
720-93-8636,diners-club-international,1
720-93-8636,maestro,1
721-11-0350,china-unionpay,1
721-11-0350,laser,1
721-79-7518,mastercard,1
721-79-7518,switch,1
722-13-9708,china-unionpay,1
722-13-9708,diners-club-carte-blanche,1
722-13-9708,jcb,1
722-21-6586,americanexpress,1
722-21-6586,maestro,1
722-74-2108,americanexpress,1
722-74-2108,jcb,1
723-03-4330,americanexpress,1
723-03-4330,diners-club-enroute,1
723-03-4330,jcb,1
724-70-6288,americanexpress,1
724-70-6288,diners-club-carte-blanche,1
728-41-9694,jcb,1
728-41-9694,mastercard,1
729-04-4296,instapayment,1
729-04-4296,jcb,1
731-24-7851,jcb,1
731-24-7851,maestro,1
731-29-3713,diners-club-enroute,1
731-29-3713,jcb,1
731-76-2474,jcb,2
731-77-6603,diners-club-carte-blanche,1
731-77-6603,mastercard,1
731-78-7627,china-unionpay,1
731-78-7627,mastercard,1
731-88-8697,diners-club-carte-blanche,1
731-88-8697,jcb,1
732-22-4591,jcb,2
732-22-4591,mastercard,1
733-05-9908,jcb,1
733-05-9908,laser,1
733-05-9908,switch,1
733-88-0498,diners-club-enroute,1
733-88-0498,diners-club-us-ca,1
733-88-0498,jcb,1
733-88-0498,maestro,1
734-49-4905,americanexpress,1
734-49-4905,visa-electron,1
734-84-6791,china-unionpay,1
734-84-6791,visa-electron,2
736-41-4955,bankcard,1
736-41-4955,mastercard,1
736-56-3490,bankcard,1
736-56-3490,instapayment,1
736-95-4258,jcb,2
736-95-4258,mastercard,1
737-02-3535,jcb,1
737-02-3535,visa,1
737-20-8320,jcb,2
737-42-1380,diners-club-enroute,1
737-42-1380,jcb,3
737-77-8756,jcb,1
737-77-8756,mastercard,1
737-77-8756,visa,1
740-66-2170,jcb,2
740-70-7643,jcb,1
740-70-7643,solo,1
742-68-5951,maestro,1
742-68-5951,solo,1
744-12-1030,bankcard,1
744-12-1030,jcb,1
744-68-3707,laser,1
744-68-3707,mastercard,1
745-59-6101,jcb,1
745-59-6101,maestro,1
745-59-6101,visa-electron,1
746-68-8159,jcb,2
746-90-1056,diners-club-enroute,1
746-90-1056,maestro,1
746-90-1056,mastercard,1
747-07-9518,diners-club-enroute,1
747-07-9518,jcb,2
747-87-1747,bankcard,1
747-87-1747,diners-club-enroute,1
747-87-1747,diners-club-international,1
749-28-1246,jcb,2
751-02-6938,bankcard,1
751-02-6938,diners-club-international,1
751-38-8579,jcb,1
751-38-8579,mastercard,1
751-49-8409,maestro,1
751-49-8409,mastercard,1
751-72-9146,jcb,1
751-72-9146,laser,1
751-78-0935,bankcard,1
751-78-0935,diners-club-carte-blanche,1
752-97-6905,diners-club-carte-blanche,1
752-97-6905,instapayment,1
753-68-0528,jcb,2
754-20-9489,americanexpress,1
754-20-9489,jcb,1
754-88-0148,jcb,2
754-88-0148,maestro,1
755-49-2213,maestro,1
755-49-2213,visa-electron,1
755-84-8791,jcb,1
755-84-8791,mastercard,1
757-23-5871,jcb,2
757-46-6176,mastercard,1
757-46-6176,visa,1
758-85-0241,jcb,1
758-85-0241,switch,1
759-92-7862,diners-club-enroute,1
759-92-7862,jcb,1
759-92-7862,visa,1
760-07-6693,jcb,1
760-07-6693,mastercard,1
762-12-9352,diners-club-carte-blanche,1
762-12-9352,instapayment,1
762-28-0663,maestro,1
762-28-0663,visa-electron,1
763-02-0922,laser,1
763-02-0922,mastercard,1
763-03-5838,diners-club-enroute,2
763-03-5838,jcb,1
763-18-8900,jcb,2
763-56-5493,diners-club-carte-blanche,1
763-56-5493,jcb,1
763-96-8749,jcb,1
763-96-8749,mastercard,1
764-62-7221,bankcard,1
764-62-7221,jcb,2
765-29-8317,diners-club-carte-blanche,2
766-31-7814,jcb,3
766-77-4539,maestro,1
766-77-4539,switch,1
767-18-0531,jcb,2
767-18-0531,solo,1
767-18-0531,visa-electron,1
769-53-8645,jcb,1
769-53-8645,visa,1
771-61-0427,instapayment,1
771-61-0427,jcb,1
771-61-0427,visa-electron,1
772-19-2173,diners-club-carte-blanche,1
772-19-2173,jcb,1
772-58-7938,china-unionpay,1
772-58-7938,jcb,1
773-37-1488,instapayment,1
773-37-1488,jcb,1
773-37-1488,mastercard,1
773-59-6925,jcb,2
773-59-6925,laser,1
773-59-6925,visa-electron,1
773-99-3449,jcb,1
773-99-3449,switch,1
774-18-7343,diners-club-international,1
774-18-7343,jcb,1
774-35-2118,americanexpress,1
774-35-2118,diners-club-enroute,1
774-35-2118,maestro,1
775-03-2151,china-unionpay,1
775-03-2151,maestro,1
776-63-6040,jcb,1
776-63-6040,solo,1
776-91-7085,americanexpress,1
776-91-7085,diners-club-enroute,1
777-19-8266,jcb,2
777-22-0240,maestro,1
777-22-0240,mastercard,1
777-22-3006,bankcard,1
777-22-3006,jcb,1
777-81-3482,diners-club-enroute,1
777-81-3482,jcb,1
778-09-1575,jcb,1
778-09-1575,mastercard,1
778-09-1575,visa-electron,1
778-28-8398,jcb,1
778-28-8398,mastercard,1
779-22-1947,diners-club-carte-blanche,1
779-22-1947,jcb,1
779-29-1618,jcb,2
782-92-4167,maestro,1
782-92-4167,visa-electron,1
783-20-8347,jcb,2
783-85-4324,jcb,1
783-85-4324,switch,1
784-50-4106,americanexpress,1
784-50-4106,china-unionpay,1
785-43-0724,jcb,1
785-43-0724,mastercard,1
787-19-5201,diners-club-enroute,1
787-19-5201,jcb,1
788-80-9761,jcb,2
788-80-9761,maestro,1
789-48-0410,bankcard,1
789-48-0410,maestro,1
789-50-4580,jcb,2
789-59-7342,jcb,1
789-59-7342,laser,1
789-93-3694,instapayment,1
789-93-3694,jcb,1
790-61-4480,diners-club-carte-blanche,1
790-61-4480,mastercard,1
790-80-9320,jcb,1
790-80-9320,visa-electron,1
791-68-8665,americanexpress,1
791-68-8665,jcb,1
792-17-0251,diners-club-international,1
792-17-0251,switch,1
792-28-3121,bankcard,1
792-28-3121,jcb,1
793-01-4316,bankcard,1
793-01-4316,jcb,1
793-45-9412,jcb,2
793-45-9412,maestro,1
793-63-0945,jcb,2
793-63-0945,visa-electron,1
794-12-2177,diners-club-us-ca,1
794-12-2177,jcb,2
795-03-4861,china-unionpay,1
795-03-4861,jcb,1
795-26-1225,switch,1
795-26-1225,visa,1
796-07-2150,americanexpress,1
796-07-2150,visa-electron,1
796-28-2870,americanexpress,1
796-28-2870,jcb,2
796-49-1024,jcb,1
796-49-1024,mastercard,1
796-84-6549,china-unionpay,1
796-84-6549,jcb,1
796-84-6549,visa,1
796-95-1604,china-unionpay,1
796-95-1604,diners-club-carte-blanche,1
797-48-7806,diners-club-enroute,1
797-48-7806,jcb,1
798-41-1525,mastercard,1
798-41-1525,visa,1
798-81-4934,jcb,2
799-19-2737,visa,1
799-19-2737,visa-electron,1
800-70-0583,jcb,1
800-70-0583,mastercard,1
803-60-2637,china-unionpay,1
803-60-2637,jcb,1
804-29-7647,americanexpress,1
804-29-7647,bankcard,1
804-29-7647,jcb,2
804-94-6444,bankcard,1
804-94-6444,jcb,2
805-43-0285,jcb,1
805-43-0285,switch,1
806-58-1424,jcb,2
806-61-0716,jcb,1
806-61-0716,mastercard,1
806-85-0480,americanexpress,1
806-85-0480,jcb,1
806-85-0480,mastercard,1
807-28-7411,americanexpress,1
807-28-7411,mastercard,1
808-09-2835,bankcard,1
808-09-2835,jcb,1
808-29-9084,jcb,1
808-29-9084,switch,1
808-36-5958,diners-club-enroute,1
808-36-5958,switch,1
809-03-7843,diners-club-carte-blanche,1
809-03-7843,diners-club-enroute,1
809-60-5943,diners-club-carte-blanche,1
809-60-5943,jcb,2
809-79-2006,jcb,1
809-79-2006,visa-electron,1
810-66-7748,china-unionpay,1
810-66-7748,laser,1
810-66-7748,switch,1
810-74-7685,jcb,1
810-74-7685,laser,1
810-74-7685,maestro,1
810-76-3326,jcb,1
810-76-3326,visa,1
811-31-6033,jcb,1
811-31-6033,switch,1
811-60-0576,diners-club-carte-blanche,2
811-60-0576,diners-club-us-ca,1
811-60-0576,jcb,1
811-67-7211,instapayment,1
811-67-7211,jcb,1
812-88-2098,laser,1
812-88-2098,visa,1
813-08-2533,china-unionpay,1
813-08-2533,instapayment,1
813-34-7874,jcb,2
813-34-7874,maestro,1
814-79-5416,china-unionpay,1
814-79-5416,maestro,1
815-44-6487,diners-club-carte-blanche,1
815-44-6487,diners-club-enroute,1
815-90-2108,china-unionpay,1
815-90-2108,jcb,1
816-18-2960,jcb,1
816-18-2960,maestro,1
816-21-1572,china-unionpay,1
816-21-1572,jcb,1
816-21-1572,solo,1
816-58-7569,jcb,1
816-58-7569,mastercard,1
816-76-9937,jcb,2
818-31-1326,instapayment,1
818-31-1326,switch,1
820-56-8578,jcb,1
820-56-8578,visa-electron,1
820-76-8870,americanexpress,1
820-76-8870,jcb,1
821-63-1643,americanexpress,1
821-63-1643,diners-club-carte-blanche,1
822-06-2088,diners-club-enroute,1
822-06-2088,jcb,1
822-44-9684,jcb,1
822-44-9684,visa,1
822-48-9971,jcb,2
822-48-9971,solo,1
823-48-7352,mastercard,2
823-72-1805,china-unionpay,1
823-72-1805,jcb,1
824-12-6343,americanexpress,1
824-12-6343,jcb,1
824-33-5478,jcb,1
824-33-5478,visa,1
824-66-4746,jcb,1
824-66-4746,maestro,1
825-16-7589,jcb,1
825-16-7589,switch,1
826-48-7060,diners-club-enroute,1
826-48-7060,jcb,1
827-10-9119,china-unionpay,1
827-10-9119,mastercard,2
827-18-6110,jcb,1
827-18-6110,mastercard,1
827-43-9575,jcb,3
827-51-1592,china-unionpay,1
827-51-1592,jcb,1
828-14-9853,bankcard,1
828-14-9853,visa-electron,1
828-48-9663,jcb,2
828-94-0970,jcb,1
828-94-0970,switch,1
829-32-1153,jcb,2
830-11-7364,diners-club-enroute,1
830-11-7364,jcb,1
830-15-6878,jcb,4
831-39-7755,jcb,1
831-39-7755,maestro,1
832-02-5994,diners-club-carte-blanche,1
832-02-5994,instapayment,1
832-02-5994,solo,1
832-19-3666,americanexpress,1
832-19-3666,visa-electron,1
832-71-6765,diners-club-international,1
832-71-6765,jcb,2
833-19-1618,bankcard,1
833-19-1618,jcb,1
833-20-5862,instapayment,1
833-20-5862,jcb,1
834-57-1854,jcb,1
834-57-1854,visa-electron,1
835-82-0739,jcb,1
835-82-0739,maestro,1
835-87-8095,jcb,2
836-94-9152,bankcard,1
836-94-9152,mastercard,1
836-94-9152,visa-electron,1
837-35-5357,jcb,2
837-37-8113,jcb,1
837-37-8113,visa-electron,1
838-56-1414,jcb,2
839-73-1245,bankcard,1
839-73-1245,mastercard,1
840-67-9898,bankcard,1
840-67-9898,switch,1
840-99-1993,mastercard,1
840-99-1993,switch,1
841-66-2088,bankcard,1
841-66-2088,jcb,1
841-66-2088,maestro,1
841-66-5932,instapayment,2
842-39-5709,jcb,2
843-43-1134,diners-club-international,1
843-43-1134,laser,1
843-67-8048,jcb,1
843-67-8048,mastercard,1
844-31-6186,jcb,2
844-31-6186,visa,1
844-38-2789,mastercard,2
844-83-8332,jcb,1
844-83-8332,maestro,1
844-83-8332,visa,1
845-29-0765,laser,1
845-29-0765,maestro,1
845-65-1532,diners-club-carte-blanche,1
845-65-1532,mastercard,1
846-33-7185,jcb,2
846-33-7185,visa,1
846-65-5736,americanexpress,1
846-65-5736,mastercard,1
847-06-3678,diners-club-enroute,1
847-06-3678,jcb,1
847-06-3678,switch,1
847-48-1188,jcb,2
847-53-6359,americanexpress,1
847-53-6359,bankcard,1
847-53-6359,jcb,1
847-93-2524,jcb,2
847-93-2524,switch,1
848-07-1133,jcb,2
848-07-1133,maestro,1
848-94-7973,diners-club-carte-blanche,1
848-94-7973,jcb,1
849-49-8810,jcb,1
849-49-8810,mastercard,1
849-71-4342,americanexpress,1
849-71-4342,jcb,1
849-95-6470,jcb,1
849-95-6470,mastercard,1
849-99-4196,americanexpress,1
849-99-4196,jcb,1
849-99-4196,mastercard,1
851-56-9557,jcb,1
851-56-9557,laser,1
851-56-9557,mastercard,1
852-66-8280,jcb,2
853-47-1596,bankcard,1
853-47-1596,jcb,2
855-81-3116,jcb,1
855-81-3116,switch,1
855-86-4047,china-unionpay,1
855-86-4047,laser,1
855-93-3435,china-unionpay,1
855-93-3435,mastercard,1
856-52-5433,jcb,1
856-52-5433,visa-electron,1
856-61-7867,jcb,1
856-61-7867,mastercard,1
856-61-7867,switch,1
856-73-2381,diners-club-carte-blanche,1
856-73-2381,visa,1
857-02-8460,americanexpress,1
857-02-8460,jcb,1
857-02-8460,switch,1
857-19-0728,jcb,3
857-19-0728,mastercard,1
858-89-5002,jcb,1
858-89-5002,maestro,1
860-01-0205,jcb,3
860-10-6507,switch,1
860-10-6507,visa,1
860-17-8318,jcb,1
860-17-8318,mastercard,1
860-78-7790,americanexpress,1
860-78-7790,jcb,2
860-87-6886,jcb,2
862-29-6094,jcb,1
862-29-6094,maestro,1
862-58-1224,jcb,1
862-58-1224,mastercard,1
862-58-1224,visa-electron,1
865-08-8882,jcb,2
865-16-5688,diners-club-enroute,1
865-16-5688,jcb,1
865-21-0191,jcb,1
865-21-0191,mastercard,1
866-22-1988,jcb,2
866-58-7126,jcb,1
866-58-7126,visa-electron,1
867-27-7967,jcb,1
867-27-7967,switch,1
867-72-7112,jcb,1
867-72-7112,maestro,1
868-36-8014,diners-club-us-ca,1
868-36-8014,jcb,1
868-36-8014,visa,1
868-50-8767,diners-club-us-ca,1
868-50-8767,maestro,1
868-51-6483,maestro,1
868-51-6483,visa-electron,1
868-62-7765,jcb,1
868-62-7765,visa,1
871-35-1768,china-unionpay,1
871-35-1768,visa,1
872-64-6909,diners-club-us-ca,1
872-64-6909,mastercard,1
873-11-6506,americanexpress,1
873-11-6506,jcb,1
873-70-4375,jcb,2
873-70-4375,maestro,1
875-02-1245,maestro,1
875-02-1245,switch,1
875-99-0724,jcb,2
876-85-3659,instapayment,1
876-85-3659,jcb,1
878-93-1798,jcb,2
879-03-0775,jcb,2
879-22-2156,americanexpress,1
879-22-2156,jcb,2
879-22-2156,mastercard,1
879-86-1847,jcb,1
879-86-1847,mastercard,2
880-13-4005,jcb,2
880-13-4005,switch,1
881-99-4609,china-unionpay,1
881-99-4609,instapayment,1
881-99-4609,jcb,1
882-39-5991,diners-club-enroute,1
882-39-5991,jcb,1
882-64-1474,jcb,1
882-64-1474,visa-electron,1
882-93-5442,jcb,2
882-93-5442,maestro,1
882-93-5442,mastercard,1
883-49-6500,jcb,1
883-49-6500,solo,1
883-99-4759,jcb,1
883-99-4759,laser,1
884-37-9822,instapayment,1
884-37-9822,mastercard,2
884-57-6277,china-unionpay,1
884-57-6277,mastercard,1
884-64-2367,jcb,1
884-64-2367,laser,1
885-01-3387,instapayment,1
885-01-3387,mastercard,1
885-11-0003,diners-club-enroute,1
885-11-0003,switch,1
885-18-2304,bankcard,1
885-18-2304,jcb,1
886-10-7140,diners-club-carte-blanche,1
886-10-7140,maestro,1
887-34-7378,americanexpress,1
887-34-7378,jcb,1
887-43-1095,jcb,2
887-49-9144,jcb,2
887-82-2968,americanexpress,1
887-82-2968,visa,1
889-19-9044,bankcard,1
889-19-9044,jcb,1
889-19-9044,laser,1
889-55-1276,jcb,2
889-56-5000,china-unionpay,1
889-56-5000,solo,1
889-73-9705,china-unionpay,1
889-73-9705,diners-club-enroute,1
889-73-9705,jcb,2
889-98-6003,jcb,2
890-01-9699,bankcard,1
890-01-9699,diners-club-enroute,1
890-38-1834,jcb,1
890-38-1834,visa,1
890-47-3318,jcb,1
890-47-3318,switch,1
890-68-2590,americanexpress,1
890-68-2590,jcb,1
891-20-5464,jcb,1
891-20-5464,mastercard,2
892-50-8766,jcb,1
892-50-8766,visa,1
892-50-8766,visa-electron,1
892-71-9093,instapayment,1
892-71-9093,jcb,1
892-80-8428,jcb,2
893-12-4846,americanexpress,1
893-12-4846,jcb,1
893-24-5769,bankcard,1
893-24-5769,jcb,1
893-24-5769,mastercard,1
893-24-5769,switch,1
893-37-6034,jcb,2
895-61-5561,jcb,2
896-97-2954,maestro,1
896-97-2954,switch,1
897-03-0647,jcb,2
897-83-6166,jcb,2
898-34-3008,jcb,1
898-34-3008,mastercard,1
898-48-8527,jcb,1
898-48-8527,mastercard,2
898-61-8283,diners-club-carte-blanche,1
898-61-8283,jcb,1
899-12-5853,americanexpress,1
899-12-5853,jcb,2
